Frequenza,Territorio,Indicatore,Sesso,Classe di età,Anno,Osservazione,Stato dell’osservazione,Nota - Territorio,Nota - Indicatore,Nota - Sesso,Nota - Classi di età,Nota - Dataset
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,290,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,299,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,301,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,366,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,373,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,400,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,408,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,439,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,503,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,530,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,562,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,496,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,388,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,383,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,294,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,211,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,166,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,53,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,23,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,Vieste,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'6,754',,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,3,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,6,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,6,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,6,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,2,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,10,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,8,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,10,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,8,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,14,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,17,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,18,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,20,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,8,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,14,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,11,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,14,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,15,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,14,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,3,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Volturara Appula,Popolazione residente al 31 dicembre,Femmine,Totale,2022,208,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,29,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,28,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,32,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,32,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,44,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,38,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,27,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,49,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,50,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,40,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,60,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,53,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,55,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,51,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,47,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,49,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,46,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,53,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,23,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,7,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Volturino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,815,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,78,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,63,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,101,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,94,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,89,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,100,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,109,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,92,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,91,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,111,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,138,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,125,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,92,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,73,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,72,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,60,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,61,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,27,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,17,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,4,,,,,,
Annuale,Zapponeta,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,597',,,,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,'21,475',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,'24,753',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,'27,901',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,'29,904',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,'31,373',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,'31,858',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,'34,306',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,'35,590',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'40,521',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'48,054',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'48,905',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'50,908',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'45,083',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'39,856',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'36,715',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,'30,297',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,'23,646',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,'16,237',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,'7,807',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,'2,099',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,295,,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
Annuale,Città metropolitana di Bari,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'627,583',,'A partire dal 2015 è stato avviato il processo di costituzione delle Città metropolitane che hanno sostituito le omonime province di Bari, Bologna, Cagliari, Catania, Firenze, Genova, Messina, Milano, Napoli, Palermo, Reggio di Calabria, Roma, Torino, Venezia. In generale ciò non ha comportato cambiamenti nei confini territoriali, ad eccezione della Città metropolitana di Cagliari istituita nel 2017 che comprende soltanto 17 comuni della provincia originaria.',,,,
